title,address,price,duzenle,m2,rooms,furnished
House Kinrooistraat,1066 LC Amsterdam (Sloter-/Riekerpolder),"€2,450 per month",134 m²/4 rooms/Upholstered,134 m²,4 rooms,Upholstered
Apartment Haarlemmerweg 47 2,1051 KP Amsterdam (Staatsliedenbuurt),"€1,850 per month",68 m²/3 rooms/Furnished,68 m²,3 rooms,Furnished
Apartment Frederik Hendrikstraat 96 2,1052 HZ Amsterdam (Frederik Hendrikbuurt),"€1,850 per month",65 m²/3 rooms/Upholstered,65 m²,3 rooms,Upholstered
Apartment Reestraat,1016 DM Amsterdam (Grachtengordel-West),"€2,150 per month",100 m²/2 rooms/Before 1906,100 m²,2 rooms,Before 1906
Apartment Pieter Langendijkstraat 1 A,1054 XW Amsterdam (Overtoomse Sluis),"€3,100 per month",130 m²/4 rooms/Furnished,130 m²,4 rooms,Furnished
Apartment Vossiusstraat,1071 AD Amsterdam (Museumkwartier),"€2,850 per month",80 m²/3 rooms/Upholstered,80 m²,3 rooms,Upholstered
Apartment Baarsjesweg,1058 AD Amsterdam (Westindische Buurt),"€2,000 per month",50 m²/2 rooms/Furnished,50 m²,2 rooms,Furnished
Apartment Cornelis Dirkszstraat 11 D28,1056 TM Amsterdam (Geuzenbuurt),"€3,200 per month",102 m²/4 rooms/Upholstered,102 m²,4 rooms,Upholstered
Apartment Schierstins,1082 TJ Amsterdam (Buitenveldert-West),"€1,900 per month",70 m²/3 rooms/Furnished,70 m²,3 rooms,Furnished
Apartment Cornelis Schuytstraat,1071 JC Amsterdam (Museumkwartier),"€3,350 per month",127 m²/4 rooms/Furnished,127 m²,4 rooms,Furnished
House Willem Noorlanderkade,1025 MN Amsterdam (Elzenhagen),"€3,450 per month",199 m²/6 rooms/Furnished,199 m²,6 rooms,Furnished
Apartment Nachtwachtlaan,1058 ER Amsterdam (Overtoomse Veld),"€1,850 per month",60 m²/2 rooms/Furnished,60 m²,2 rooms,Furnished
Apartment Van Spilbergenstraat 89 D,1057 RA Amsterdam (Hoofdweg e.o.),"€2,045 per month",55 m²/4 rooms/Upholstered,55 m²,4 rooms,Upholstered
Apartment Bloemstraat,1016 LJ Amsterdam (Jordaan),"€2,475 per month",86 m²/3 rooms,86 m²,3 rooms,
Studio Holendrechtstraat,1078 TT Amsterdam (IJselbuurt),"€1,300 per month",34 m²/1 room/Furnished,34 m²,1 room,Furnished
Apartment Dijkmanshuizenstraat 26,1024 XR Amsterdam (Waterlandpleinbuurt),"€2,000 per month",83 m²/3 rooms/Furnished,83 m²,3 rooms,Furnished
Apartment Kerkstraat 120,1017 GP Amsterdam (Grachtengordel-Zuid),"€5,500 per month",155 m²/3 rooms/Furnished,155 m²,3 rooms,Furnished
Apartment Millingenhof,1106 KL Amsterdam (Holendrecht/Reigersbos),"€1,550 per month",57 m²/2 rooms/Furnished,57 m²,2 rooms,Furnished
House Polygoongracht 16,1087 HA Amsterdam (IJburg West),"€2,800 per month",145 m²/5 rooms/Upholstered,145 m²,5 rooms,Upholstered
Apartment Christoffelkruidstraat 58,1032 LK Amsterdam (Noordelijke IJ-oevers West),"€1,950 per month",83 m²/2 rooms/Furnished,83 m²,2 rooms,Furnished
Apartment De Genestetstraat 17 hs,1054 AW Amsterdam (Helmersbuurt),"€3,150 per month",101 m²/4 rooms/Upholstered,101 m²,4 rooms,Upholstered
Apartment Koninginneweg 57 II,1075 CH Amsterdam (Willemspark),"€3,950 per month",151 m²/5 rooms/Upholstered,151 m²,5 rooms,Upholstered
Apartment Lauriergracht 111 2,1016 RJ Amsterdam (Jordaan),"€2,350 per month",63 m²/2 rooms/Upholstered,63 m²,2 rooms,Upholstered
Studio Bijlmerdreef,"1102 BP Amsterdam (Bijlmer Centrum (D,F,H))",€983 per month,36 m²/2 rooms/Furnished,36 m²,2 rooms,Furnished
Studio Bijlmerdreef,"1102 BP Amsterdam (Bijlmer Centrum (D,F,H))",€805 per month,30 m²/1 room/Furnished,30 m²,1 room,Furnished
Apartment Stadhouderskade,1071 ZD Amsterdam (Museumkwartier),"€9,900 per month",217 m²/5 rooms/Upholstered or furnished,217 m²,5 rooms,Upholstered or furnished
Apartment Stadhouderskade,1071 ZD Amsterdam (Museumkwartier),"€9,900 per month",224 m²/5 rooms/Upholstered or furnished,224 m²,5 rooms,Upholstered or furnished
Apartment Groenmarktkade 16,1016 TA Amsterdam (Jordaan),"€3,750 per month",125 m²/3 rooms/Upholstered,125 m²,3 rooms,Upholstered
Apartment Wamberg 79,1083 CZ Amsterdam (Buitenveldert-Oost),"€2,450 per month",130 m²/4 rooms/Furnished,130 m²,4 rooms,Furnished
Apartment Pietersbergweg,1105 BM Amsterdam (Amstel III/Bullewijk),"€1,046 per month",92 m²/2 rooms/Upholstered,92 m²,2 rooms,Upholstered
Apartment Gerard Doustraat,1073 VW Amsterdam (Oude Pijp),"€3,700 per month",90 m²/4 rooms/Furnished,90 m²,4 rooms,Furnished
Apartment Nova Zemblastraat 6 F,1013 RK Amsterdam (Spaarndammer- en Zeeheldenbuurt),"€2,650 per month",92 m²/3 rooms/Furnished,92 m²,3 rooms,Furnished
Apartment Wamberg 79,1083 CZ Amsterdam (Buitenveldert-Oost),"€2,450 per month",130 m²/4 rooms/Furnished,130 m²,4 rooms,Furnished
Apartment Pieter de Hoochstraat,1071 ED Amsterdam (Museumkwartier),"€2,790 per month",110 m²/3 rooms/Upholstered,110 m²,3 rooms,Upholstered
Apartment Damstraat 1 E,1012 JL Amsterdam (Burgwallen-Oude Zijde),"€3,750 per month",100 m²/3 rooms/Furnished,100 m²,3 rooms,Furnished
Apartment Wijdesteeg 58,1012 RN Amsterdam (Burgwallen-Nieuwe Zijde),"€2,800 per month",96 m²/4 rooms/Furnished,96 m²,4 rooms,Furnished
Apartment Bilderdijkkade,1053 VB Amsterdam (Da Costabuurt),"€2,350 per month",83 m²/3 rooms/Furnished,83 m²,3 rooms,Furnished
Apartment Hogeweg 55 1,1098 BZ Amsterdam (Middenmeer),"€3,000 per month",116 m²/4 rooms/Furnished,116 m²,4 rooms,Furnished
Apartment Middenweg 305 hs,1098 AT Amsterdam (Middenmeer),"€2,650 per month",91 m²/4 rooms/Upholstered,91 m²,4 rooms,Upholstered
Apartment Nieuwe Nieuwstraat,1012 NG Amsterdam (Burgwallen-Nieuwe Zijde),"€2,450 per month",80 m²/3 rooms/Furnished,80 m²,3 rooms,Furnished
Apartment Prinsengracht,1016 HB Amsterdam (Jordaan),"€2,800 per month",80 m²/3 rooms/Furnished,80 m²,3 rooms,Furnished
House Weesperzijde,1091 EJ Amsterdam (Weesperzijde),"€3,950 per month",100 m²/3 rooms/Upholstered,100 m²,3 rooms,Upholstered
Apartment Ridderspoorweg 265,1032 LL Amsterdam (Noordelijke IJ-oevers West),"€4,950 per month",190 m²/5 rooms/Furnished,190 m²,5 rooms,Furnished
Apartment Werengouw,1024 PA Amsterdam (Waterlandpleinbuurt),"€2,000 per month",70 m²/3 rooms/Furnished,70 m²,3 rooms,Furnished
Apartment Jan Luijkenstraat 6 II,1071 CM Amsterdam (Museumkwartier),"€3,500 per month",85 m²/3 rooms/Upholstered,85 m²,3 rooms,Upholstered
Apartment Jan Luijkenstraat 6 I,1071 CM Amsterdam (Museumkwartier),"€3,500 per month",85 m²/3 rooms/Upholstered,85 m²,3 rooms,Upholstered
Apartment Jan Luijkenstraat 8 I,1071 CM Amsterdam (Museumkwartier),"€3,500 per month",85 m²/3 rooms/Upholstered,85 m²,3 rooms,Upholstered
Apartment Pieter Calandlaan,1069 SC Amsterdam (Osdorp-Midden),"€2,300 per month",81 m²/3 rooms/Furnished,81 m²,3 rooms,Furnished
Apartment Pieter Calandlaan,1069 SC Amsterdam (Osdorp-Midden),"€2,800 per month",120 m²/4 rooms/Upholstered,120 m²,4 rooms,Upholstered
Apartment Ceintuurbaan,1072 GC Amsterdam (Nieuwe Pijp),"€2,250 per month",65 m²/2 rooms/Upholstered,65 m²,2 rooms,Upholstered
Apartment Cruquiusweg,1019 AT Amsterdam (Oostelijk Havengebied),"€2,200 per month",81 m²/3 rooms/Furnished,81 m²,3 rooms,Furnished
Apartment Reguliersgracht,1017 LR Amsterdam (Grachtengordel-Zuid),"€2,500 per month",65 m²/3 rooms/Furnished,65 m²,3 rooms,Furnished
Apartment Erich Salomonstraat,1087 EH Amsterdam (IJburg West),"€3,500 per month",156 m²/4 rooms/Upholstered,156 m²,4 rooms,Upholstered
House Tuinstraat 44,1015 PE Amsterdam (Jordaan),"€4,950 per month",165 m²/6 rooms/Upholstered,165 m²,6 rooms,Upholstered
Apartment Brouwersgracht 232 F,1013 HE Amsterdam (Haarlemmerbuurt),"€3,250 per month",110 m²/3 rooms/Furnished,110 m²,3 rooms,Furnished
Apartment Roerstraat,1078 LH Amsterdam (Scheldebuurt),"€2,750 per month",130 m²/5 rooms/Upholstered,130 m²,5 rooms,Upholstered
House Levantkade,1019 BG Amsterdam (Oostelijk Havengebied),"€3,500 per month",272 m²/9 rooms/Furnished,272 m²,9 rooms,Furnished
Apartment Singel 99 bel,1012 VG Amsterdam (Burgwallen-Nieuwe Zijde),"€2,950 per month",115 m²/4 rooms/Furnished,115 m²,4 rooms,Furnished
Apartment Kribbestraat,1079 WK Amsterdam (Rijnbuurt),"€1,950 per month",60 m²/3 rooms/Upholstered,60 m²,3 rooms,Upholstered
House Eliza van Calcarstraat 5,1068 RR Amsterdam (Osdorp-Oost),"€2,600 per month",144 m²/4 rooms/Upholstered,144 m²,4 rooms,Upholstered
Apartment Wamberg 79,1083 CZ Amsterdam (Buitenveldert-Oost),"€2,450 per month",130 m²/4 rooms/Furnished,130 m²,4 rooms,Furnished
Apartment Emmalaan 19 D,1075 AT Amsterdam (Willemspark),"€3,500 per month",110 m²/3 rooms/Furnished,110 m²,3 rooms,Furnished
Apartment Noordermarkt,1015 MV Amsterdam (Jordaan),"€1,400 per month",30 m²/2 rooms/Upholstered,30 m²,2 rooms,Upholstered
House Eliza van Calcarstraat 5,1068 RR Amsterdam (Osdorp-Oost),"€2,600 per month",144 m²/4 rooms/Upholstered,144 m²,4 rooms,Upholstered
Apartment Kortvoort,"1104 NA Amsterdam (Bijlmer Oost (E,G,K))","€2,000 per month",115 m²/4 rooms/Furnished,115 m²,4 rooms,Furnished
Apartment Krommertstraat,1056 TS Amsterdam (Geuzenbuurt),"€1,650 per month",30 m²/2 rooms/Upholstered,30 m²,2 rooms,Upholstered
Apartment Krommertstraat,1056 TS Amsterdam (Geuzenbuurt),"€1,650 per month",30 m²/2 rooms/2022,30 m²,2 rooms,2022
Apartment Krommertstraat,1056 TS Amsterdam (Geuzenbuurt),"€1,800 per month",33 m²/2 rooms/2022,33 m²,2 rooms,2022
Apartment Parnassusweg,1077 DE Amsterdam (Prinses Irenebuurt e.o.),"€2,175 per month",80 m²/3 rooms/Furnished,80 m²,3 rooms,Furnished
Apartment Uiterwaardenstraat,1079 BS Amsterdam (Rijnbuurt),"€1,750 per month",56 m²/2 rooms/1935,56 m²,2 rooms,1935
Apartment Narva-eiland,1014 ZJ Amsterdam (Houthavens),"€3,000 per month",110 m²/5 rooms/Furnished,110 m²,5 rooms,Furnished
Apartment Pieter Cornelisz. Hooftstraat,1071 CG Amsterdam (Museumkwartier),"€10,000 per month",152 m²/3 rooms/Furnished,152 m²,3 rooms,Furnished
Apartment Anna Blamansingel,"1102 SX Amsterdam (Bijlmer Centrum (D,F,H))","€1,450 per month",50 m²/2 rooms/Furnished,50 m²,2 rooms,Furnished
Apartment Thorn Prikkerstraat 65,1062 BS Amsterdam (Overtoomse Veld),"€2,400 per month",115 m²/5 rooms/Furnished,115 m²,5 rooms,Furnished
Apartment Wagenaarstraat,1093 CN Amsterdam (Dapperbuurt),"€2,050 per month",65 m²/2 rooms/1981,65 m²,2 rooms,1981
Apartment Lampongstraat,1094 AV Amsterdam (Indische Buurt West),"€1,800 per month",50 m²/2 rooms/Furnished,50 m²,2 rooms,Furnished
Apartment Wamberg 72,1083 CZ Amsterdam (Buitenveldert-Oost),"€2,750 per month",130 m²/4 rooms/Furnished,130 m²,4 rooms,Furnished
Apartment Admiraal De Ruijterweg,1056 GT Amsterdam (Geuzenbuurt),"€3,850 per month",161 m²/5 rooms/Upholstered,161 m²,5 rooms,Upholstered
Studio Pieter Vlamingstraat 7 F,1093 AA Amsterdam (Dapperbuurt),"€1,700 per month",54 m²/2 rooms/Furnished,54 m²,2 rooms,Furnished
House Banstraat,1071 KA Amsterdam (Museumkwartier),"€4,900 per month",150 m²/6 rooms/Upholstered,150 m²,6 rooms,Upholstered
Apartment Witte de Withstraat 3 M,1057 XD Amsterdam (Chassébuurt),"€2,350 per month",85 m²/3 rooms/Furnished,85 m²,3 rooms,Furnished
Apartment Lijnbaansgracht,1017 XC Amsterdam (De Weteringschans),"€3,850 per month",120 m²/4 rooms/Furnished,120 m²,4 rooms,Furnished
Apartment Driekoningenstraat,1016 AL Amsterdam (Grachtengordel-West),"€2,650 per month",107 m²/5 rooms/Upholstered,107 m²,5 rooms,Upholstered
Apartment Ruysdaelkade,1072 AW Amsterdam (Nieuwe Pijp),"€2,450 per month",60 m²/2 rooms/Furnished,60 m²,2 rooms,Furnished
Apartment Wilhelminastraat,1054 WG Amsterdam (Overtoomse Sluis),"€2,150 per month",65 m²/3 rooms/Furnished,65 m²,3 rooms,Furnished
Apartment Nassaukade,1052 CS Amsterdam (Frederik Hendrikbuurt),"€3,500 per month",137 m²/4 rooms/1881,137 m²,4 rooms,1881
Apartment Van Tuyll van Serooskerkenweg 74 II,1076 JN Amsterdam (Stadionbuurt),"€2,250 per month",80 m²/3 rooms/Furnished,80 m²,3 rooms,Furnished
Apartment Jan den Haenstraat,1055 WG Amsterdam (Landlust),"€1,850 per month",55 m²/2 rooms/Furnished,55 m²,2 rooms,Furnished
Apartment Willem Frederik Hermansstraat 35,1011 DG Amsterdam (Nieuwmarkt/Lastage),"€3,100 per month",120 m²/3 rooms/Furnished,120 m²,3 rooms,Furnished
Apartment Nieuwezijds Voorburgwal,1012 RV Amsterdam (Burgwallen-Nieuwe Zijde),"€2,650 per month",90 m²/3 rooms/Upholstered,90 m²,3 rooms,Upholstered
Apartment Tolbrugstraat,1053 TN Amsterdam (Kinkerbuurt),"€2,600 per month",82 m²/3 rooms/Upholstered,82 m²,3 rooms,Upholstered
Apartment Groenmarktkade 16,1016 TA Amsterdam (Jordaan),"€3,750 per month",125 m²/3 rooms/Upholstered,125 m²,3 rooms,Upholstered
House Eliza van Calcarstraat 5,1068 RR Amsterdam (Osdorp-Oost),"€2,600 per month",144 m²/4 rooms/Upholstered,144 m²,4 rooms,Upholstered
Apartment Revaleiland,1014 ZG Amsterdam (Houthavens),"€3,400 per month",168 m²/5 rooms/Upholstered,168 m²,5 rooms,Upholstered
Apartment Van Spilbergenstraat,1057 RK Amsterdam (Hoofdweg e.o.),"€2,100 per month",75 m²/3 rooms/Upholstered,75 m²,3 rooms,Upholstered
Apartment Bankastraat 3 C,1094 CZ Amsterdam (Indische Buurt West),"€3,150 per month",145 m²/4 rooms/Furnished,145 m²,4 rooms,Furnished
Apartment Johannes Verhulststraat 216 2,1075 HG Amsterdam (Willemspark),"€2,000 per month",60 m²/1 room/Furnished,60 m²,1 room,Furnished
Project: South Dock - South Dock | Type B4,1033 DB Amsterdam (Noordelijke IJ-oevers West),"€2,460 per month",110 m²/1 room,110 m²,1 room,
Project: South Dock - South Dock | Type B14,1033 DB Amsterdam (Noordelijke IJ-oevers West),"€3,415 per month",130 m²/4 rooms,130 m²,4 rooms,
Project: South Dock - South Dock | Type C5,1033 DB Amsterdam (Noordelijke IJ-oevers West),"€2,450 per month",123 m²/4 rooms,123 m²,4 rooms,
Apartment Vossiusstraat,1071 AK Amsterdam (Museumkwartier),"€2,800 per month",84 m²/2 rooms/Furnished,84 m²,2 rooms,Furnished
House Jacob van Lennepkade,1054 ZH Amsterdam (Helmersbuurt),"€2,900 per month",50 m²/1 room/Upholstered or furnished,50 m²,1 room,Upholstered or furnished
Apartment Baden Powellweg,1069 LG Amsterdam (Osdorp-Midden),"€2,000 per month",95 m²/4 rooms/Upholstered,95 m²,4 rooms,Upholstered
Apartment Jan Luijkenstraat 30 B,1071 CP Amsterdam (Museumkwartier),"€6,500 per month",280 m²/8 rooms/Upholstered,280 m²,8 rooms,Upholstered
Apartment Nieuwezijds Voorburgwal 329 B,1012 RM Amsterdam (Burgwallen-Nieuwe Zijde),"€2,100 per month",76 m²/3 rooms/Furnished,76 m²,3 rooms,Furnished
Apartment Recht Boomssloot,1011 CS Amsterdam (Nieuwmarkt/Lastage),"€1,950 per month",55 m²/3 rooms/Furnished,55 m²,3 rooms,Furnished
Apartment Kattengat,1012 SZ Amsterdam (Burgwallen-Nieuwe Zijde),"€1,625 per month",70 m²/2 rooms/Furnished,70 m²,2 rooms,Furnished
Apartment Wolbrantskerkweg,1069 DA Amsterdam (Osdorp-Midden),"€2,250 per month",132 m²/3 rooms/Upholstered or furnished,132 m²,3 rooms,Upholstered or furnished
Apartment Naritaweg,1043 CB Amsterdam (Bedrijventerrein Sloterdijk),"€1,760 per month",77 m²/3 rooms/Upholstered,77 m²,3 rooms,Upholstered
Apartment Noordzijde,1064 MB Amsterdam (Slotermeer-Zuidwest),"€1,900 per month",70 m²/4 rooms/1986,70 m²,4 rooms,1986
Apartment Prinsengracht 256 1,1016 HG Amsterdam (Jordaan),"€3,250 per month",140 m²/3 rooms/Upholstered,140 m²,3 rooms,Upholstered
Apartment Tielstraat,1107 RA Amsterdam (Holendrecht/Reigersbos),"€1,450 per month",60 m²/3 rooms/Furnished,60 m²,3 rooms,Furnished
Apartment Albert Luthulistraat,1091 NR Amsterdam (Transvaalbuurt),"€2,200 per month",80 m²/4 rooms/Furnished,80 m²,4 rooms,Furnished
House Lomanstraat,1075 PZ Amsterdam (Willemspark),"€4,500 per month",145 m²/8 rooms/Furnished,145 m²,8 rooms,Furnished
Apartment Saskia van Uijlenburgkade 34,1058 GA Amsterdam (Westlandgracht),"€2,300 per month",89 m²/2 rooms/Upholstered or furnished,89 m²,2 rooms,Upholstered or furnished
Apartment Derde Helmersstraat,1054 BA Amsterdam (Helmersbuurt),"€3,800 per month",130 m²/4 rooms/Upholstered,130 m²,4 rooms,Upholstered
Apartment Barentszplein,1013 NJ Amsterdam (Spaarndammer- en Zeeheldenbuurt),"€2,950 per month",105 m²/3 rooms/Upholstered,105 m²,3 rooms,Upholstered
Apartment Noordhollandstraat 8,1081 AT Amsterdam (Buitenveldert-West),"€3,000 per month",120 m²/4 rooms/Furnished,120 m²,4 rooms,Furnished
Apartment Naritaweg,1043 CB Amsterdam (Bedrijventerrein Sloterdijk),"€1,670 per month",70 m²/3 rooms/Upholstered,70 m²,3 rooms,Upholstered
Apartment Oeverpad 173,1068 PH Amsterdam (Osdorp-Oost),"€2,500 per month",122 m²/4 rooms/Upholstered,122 m²,4 rooms,Upholstered
Apartment Keizersgracht 21 A,1015 CC Amsterdam (Grachtengordel-West),"€2,450 per month",105 m²/3 rooms/Furnished,105 m²,3 rooms,Furnished
House Wyandottestraat,1109 BS Amsterdam (Driemond),"€2,000 per month",160 m²/5 rooms/Furnished,160 m²,5 rooms,Furnished
Apartment Loosduinenstraat 42,1062 EG Amsterdam (Westlandgracht),"€2,345 per month",114 m²/4 rooms/Furnished,114 m²,4 rooms,Furnished
Apartment Groenmarktkade 16,1016 TA Amsterdam (Jordaan),"€3,750 per month",125 m²/3 rooms/Upholstered,125 m²,3 rooms,Upholstered
House Eliza van Calcarstraat 5,1068 RR Amsterdam (Osdorp-Oost),"€2,600 per month",144 m²/4 rooms/Upholstered,144 m²,4 rooms,Upholstered
Apartment Van Boshuizenstraat,1083 AT Amsterdam (Buitenveldert-Oost),"€1,795 per month",75 m²/3 rooms/Upholstered,75 m²,3 rooms,Upholstered
Apartment Langswater 860,1069 EH Amsterdam (De Punt),"€1,500 per month",58 m²/3 rooms/1963,58 m²,3 rooms,1963
Apartment Langswater 485,1069 ED Amsterdam (De Punt),"€1,750 per month",72 m²/4 rooms/Upholstered,72 m²,4 rooms,Upholstered
Apartment Nieuwmarkt 14 2,1012 CR Amsterdam (Burgwallen-Oude Zijde),"€2,890 per month",73 m²/4 rooms/Upholstered or furnished,73 m²,4 rooms,Upholstered or furnished
Apartment Bijlmerplein,"1102 BH Amsterdam (Bijlmer Centrum (D,F,H))",€850 per month,40 m²/1 room/2022,40 m²,1 room,2022
Apartment Bijlmerplein,"1102 BH Amsterdam (Bijlmer Centrum (D,F,H))",€950 per month,50 m²/2 rooms/2022,50 m²,2 rooms,2022
Apartment Bijlmerplein,"1102 BH Amsterdam (Bijlmer Centrum (D,F,H))","€1,300 per month",70 m²/3 rooms/2022,70 m²,3 rooms,2022
Apartment Van Baerlestraat 142 2,1071 BE Amsterdam (Museumkwartier),"€4,000 per month",255 m²/7 rooms/Upholstered,255 m²,7 rooms,Upholstered
Apartment Paramaribostraat 132 II,1058 VP Amsterdam (Westindische Buurt),"€3,000 per month",121 m²/4 rooms/Upholstered,121 m²,4 rooms,Upholstered
Apartment Hobbemastraat 8 I,1071 ZA Amsterdam (Museumkwartier),"€3,500 per month",118 m²/5 rooms/Furnished,118 m²,5 rooms,Furnished
Apartment Herengracht 579 2,1017 CD Amsterdam (Grachtengordel-Zuid),"€4,850 per month",125 m²/3 rooms/Furnished,125 m²,3 rooms,Furnished
Apartment Kanaalstraat,1054 XL Amsterdam (Overtoomse Sluis),"€2,250 per month",67 m²/2 rooms/Furnished,67 m²,2 rooms,Furnished
House Lijnbaansgracht 335,1017 XA Amsterdam (De Weteringschans),"€2,500 per month",100 m²/3 rooms/Furnished,100 m²,3 rooms,Furnished
Apartment Govert Flinckstraat,1072 EC Amsterdam (Oude Pijp),"€2,350 per month",65 m²/2 rooms/Furnished,65 m²,2 rooms,Furnished
Apartment Insulindeweg,1095 DT Amsterdam (Indische Buurt Oost),"€2,500 per month",80 m²/3 rooms/Furnished,80 m²,3 rooms,Furnished
Apartment Ruysdaelstraat,1071 WX Amsterdam (Museumkwartier),"€2,250 per month",68 m²/4 rooms/Upholstered,68 m²,4 rooms,Upholstered
Apartment Jacob van Wassenaar Obdamstraat 13 E,1057 JP Amsterdam (Chassébuurt),"€2,595 per month",102 m²/3 rooms/Furnished,102 m²,3 rooms,Furnished
Apartment Gustav Mahlerplein 233,1082 MS Amsterdam (Zuidas),"€4,000 per month",112 m²/3 rooms/Furnished,112 m²,3 rooms,Furnished
Apartment Kromme Waal 16 B,1011 BS Amsterdam (Nieuwmarkt/Lastage),"€3,250 per month",101 m²/3 rooms/Furnished,101 m²,3 rooms,Furnished
Apartment Gustav Mahlerplein 191,1082 MS Amsterdam (Zuidas),"€2,700 per month",86 m²/2 rooms/Upholstered or furnished,86 m²,2 rooms,Upholstered or furnished
Apartment Haringbuisdijk,1086 VA Amsterdam (IJburg West),"€2,250 per month",77 m²/3 rooms/Furnished,77 m²,3 rooms,Furnished
Apartment Reinier Claeszenstraat,1056 WC Amsterdam (Geuzenbuurt),"€2,700 per month",120 m²/4 rooms/Upholstered,120 m²,4 rooms,Upholstered
Apartment Utrechtsedwarsstraat,1017 WB Amsterdam (De Weteringschans),"€2,500 per month",100 m²/3 rooms/Furnished,100 m²,3 rooms,Furnished
Apartment Valeriusstraat 133 HS,1075 ES Amsterdam (Willemspark),"€5,000 per month",200 m²/5 rooms/Upholstered,200 m²,5 rooms,Upholstered
